property_id,city,district,property_type,built_up_area_sqft,price_inr,price_per_sqft_inr,bedrooms,bathrooms,age_years,facing,amenities,amenities_count,walkability_score,monthly_rental_estimate_inr,annual_rental_yield_pct,price_category,estimated_roi_5yr_pct,listing_date,days_on_market,status,registration_days,is_gated_community,has_maintenance_fee,monthly_maintenance_inr
PROP00509,Mumbai,Borivali,Apartment,1370,50000000,36496,2,2,18,North,Library; Pool; Elevator; Parking; AC,5,9,190680,4.58,Luxury,47.88,2025-06-05,241,Rented,125,False,True,100000
PROP00510,Delhi,South Delhi,Independent House,2114,40000000,18921,2,1,19,South-West,Playground; AC; Elevator; Pool,4,9,102173,3.07,Luxury,40.33,2025-12-12,40,Available,50,True,False,80000
PROP00511,Hyderabad,Jubilee Hills,Penthouse,6869,12000000,1746,6,4,10,South-East,Garden; Security; Elevator; Parking; Pool,5,7,36296,3.63,Premium,43.15,2026-01-16,186,Sold,134,True,False,24000
PROP00512,Delhi,Pitampura,Studio,559,40000000,71556,0,2,25,East,Garden; Parking; Elevator; Library; Concierge; Security,6,4,153057,4.59,Luxury,47.96,2025-05-30,216,Available,134,True,False,80000
PROP00513,Bangalore,Jayanagar,Apartment,1083,30000000,27700,1,2,8,East,Concierge; Pool; Parking; Library; Gym; Garden; Playground,7,7,81618,3.26,Luxury,41.32,2024-11-18,66,Rented,120,False,True,0
PROP00514,Mumbai,Andheri,Independent House,3922,50000000,12748,2,1,2,East,Playground; Concierge; Library; Elevator; Garden; AC; Parking; Pool,8,8,185308,4.45,Luxury,47.24,2024-09-18,78,Rented,51,True,False,0
PROP00515,Pune,Magarpatta,Studio,340,15000000,44117,1,1,7,South-West,Concierge; Playground; Gym; Security; Library,5,4,47101,3.77,Premium,43.84,2025-11-13,221,Rented,83,False,False,30000
PROP00516,Delhi,Noida,Villa,2971,40000000,13463,5,3,15,West,Garden; Parking; Security; AC; Concierge; Gym,6,8,109400,3.28,Luxury,41.41,2025-10-15,15,Available,73,True,True,80000
PROP00517,Pune,Baner,Independent House,2332,15000000,6432,4,3,23,North-West,AC; Parking; Concierge; Elevator; Gym; Playground,6,6,49831,3.99,Premium,44.93,2026-02-15,182,Rented,59,True,True,30000
PROP00518,Delhi,Gurgaon,Penthouse,5747,40000000,6960,5,3,20,North,AC; Pool; Playground; Gym; Garden; Library; Parking; Security,8,7,141819,4.25,Luxury,46.27,2025-09-05,345,Available,86,True,False,0
PROP00519,Bangalore,Jayanagar,Villa,6069,30000000,4943,5,2,6,West,Pool; AC; Garden; Gym; Concierge; Library; Playground; Parking,8,7,76940,3.08,Luxury,40.39,2024-06-09,121,Available,179,False,False,60000
PROP00520,Delhi,Gurgaon,Independent House,4236,40000000,9442,5,3,25,South-West,Library; Playground; Concierge; Parking; Gym; Pool; AC; Security,8,5,121693,3.65,Luxury,43.25,2024-07-05,164,Available,148,True,False,0
PROP00521,Chennai,Velachery,Studio,500,10000000,20000,1,1,0,North,Security; AC; Garden; Library; Concierge,5,7,30386,3.65,Premium,43.23,2024-06-22,218,Available,143,False,False,20000
PROP00522,Delhi,Dwarka,Villa,4783,40000000,8362,3,2,14,South-East,Garden; Parking; Elevator; Library; Playground; Gym,6,4,135984,4.08,Luxury,45.4,2026-04-23,181,Sold,115,True,True,80000
PROP00523,Delhi,Rohini,Villa,3286,40000000,12172,6,3,9,West,Playground; Elevator; Library; Pool,4,8,102404,3.07,Luxury,40.36,2026-04-24,257,Sold,56,False,False,80000
PROP00524,Bangalore,Indiranagar,Independent House,1599,30000000,18761,3,1,1,North-East,Pool; Library; AC; Elevator; Playground,5,10,78826,3.15,Luxury,40.77,2024-12-14,11,Sold,136,True,True,60000
PROP00525,Chennai,Kilpauk,Studio,349,10000000,28653,1,2,13,North-West,Gym; Security; AC; Garden; Pool; Elevator; Parking,7,8,32158,3.86,Premium,44.29,2025-09-29,248,Rented,101,False,True,0
PROP00526,Mumbai,Dadar,Studio,440,50000000,113636,0,2,7,North-East,Gym; Library; Garden; Concierge; Parking; AC; Elevator,7,5,192473,4.62,Luxury,48.1,2026-02-18,251,Available,83,True,True,100000
PROP00527,Pune,Camp,Studio,517,15000000,29013,0,1,24,North,Security; Library; Elevator; Playground; Parking; Pool,6,6,51632,4.13,Premium,45.65,2025-03-24,288,Rented,83,False,False,0
PROP00528,Chennai,Velachery,Independent House,3389,10000000,2950,5,2,29,East,Library; Pool; Elevator,3,7,27701,3.32,Premium,41.62,2026-01-10,20,Available,59,False,False,20000
PROP00529,Chennai,Kilpauk,Studio,321,10000000,31152,1,2,0,North-East,Pool; Library; Security; Playground; AC,5,5,35251,4.23,Premium,46.15,2025-04-29,149,Available,66,True,False,0
PROP00530,Pune,Viman Nagar,Villa,4704,15000000,3188,4,2,16,North,Concierge; Gym; Playground; Garden; Pool; Elevator; Library; AC,8,7,42191,3.38,Premium,41.88,2024-06-03,49,Available,114,True,False,30000
PROP00531,Mumbai,Andheri,Penthouse,4851,50000000,10307,5,2,29,North-East,Security; Elevator; Library; AC,4,9,188915,4.53,Luxury,47.67,2025-08-27,40,Available,81,True,True,100000
PROP00532,Delhi,Gurgaon,Independent House,3808,40000000,10504,2,1,25,North-West,Elevator; Library; Playground; Security; AC; Concierge; Parking,7,4,100178,3.01,Luxury,40.03,2025-09-19,74,Rented,67,True,False,80000
PROP00533,Delhi,South Delhi,Apartment,961,40000000,41623,4,3,21,South-West,Playground; Security; Pool; Concierge; AC; Garden,6,8,147082,4.41,Luxury,47.06,2025-05-16,272,Available,111,True,True,80000
PROP00534,Chennai,Besant Nagar,Villa,5581,10000000,1791,6,4,22,East,Pool; AC; Library; Playground; Parking,5,6,31094,3.73,Premium,43.66,2025-01-22,110,Sold,138,True,False,0
PROP00535,Bangalore,HSR Layout,Apartment,1202,30000000,24958,4,3,16,South-East,Gym; Security; Playground; Elevator,4,4,100139,4.01,Luxury,45.03,2026-05-01,329,Sold,100,False,False,60000
PROP00536,Chennai,T Nagar,Independent House,2623,10000000,3812,2,1,27,South-East,Concierge; Elevator; AC; Pool; Garden; Security; Gym; Playground,8,5,39904,4.79,Premium,48.94,2025-12-09,43,Sold,63,False,True,20000
PROP00537,Pune,Kondhwa,Apartment,1687,15000000,8891,1,2,27,South-East,Elevator; Gym; Playground; Library,4,6,41730,3.34,Premium,41.69,2024-09-21,8,Sold,162,False,False,30000
PROP00538,Mumbai,Bandra,Penthouse,4208,50000000,11882,6,4,2,West,Concierge; Gym; Security; Elevator,4,10,159104,3.82,Luxury,44.09,2024-08-02,160,Sold,30,False,False,100000
PROP00539,Delhi,Dwarka,Penthouse,9849,40000000,4061,6,3,18,East,Pool; Elevator; AC; Concierge; Playground; Gym,6,10,141774,4.25,Luxury,46.27,2026-04-24,112,Sold,32,False,False,80000
PROP00540,Chennai,Velachery,Independent House,4929,10000000,2028,3,1,9,North-East,Library; Security; Parking,3,6,30259,3.63,Premium,43.16,2025-09-25,91,Sold,81,False,False,0
PROP00541,Delhi,South Delhi,Studio,431,40000000,92807,1,2,24,West,AC; Concierge; Parking; Gym; Security; Garden; Pool; Elevator,8,10,128923,3.87,Luxury,44.34,2024-07-22,107,Sold,103,False,False,80000
PROP00542,Hyderabad,Madhapur,Independent House,2393,12000000,5014,5,3,1,East,AC; Parking; Concierge,3,8,36459,3.65,Premium,43.23,2024-10-14,166,Available,38,True,False,24000
PROP00543,Bangalore,Jayanagar,Studio,421,30000000,71258,1,1,5,North,Security; Parking; Concierge; Elevator; Pool,5,7,105830,4.23,Luxury,46.17,2024-09-14,243,Available,132,True,False,0
PROP00544,Hyderabad,HITEC City,Studio,597,12000000,20100,1,2,1,North-East,AC; Pool; Library; Garden,4,5,38015,3.8,Premium,44.01,2026-04-15,306,Available,106,True,True,24000
PROP00545,Chennai,Besant Nagar,Apartment,770,10000000,12987,3,1,25,East,Concierge; Library; Parking; Garden; Gym,5,5,27867,3.34,Premium,41.72,2025-07-04,224,Available,82,True,True,20000
PROP00546,Chennai,Kilpauk,Independent House,1520,10000000,6578,5,2,11,West,Concierge; AC; Library,3,10,36140,4.34,Premium,46.68,2025-01-25,199,Sold,54,True,False,20000
PROP00547,Pune,Magarpatta,Independent House,4857,15000000,3088,5,3,17,West,Playground; Concierge; Gym,3,6,41954,3.36,Premium,41.78,2025-09-16,1,Available,158,False,True,30000
PROP00548,Bangalore,Jayanagar,Villa,2362,30000000,12701,4,3,13,South-West,Playground; Library; Parking,3,4,90554,3.62,Luxury,43.11,2024-06-22,216,Sold,96,True,True,0
PROP00549,Chennai,Kilpauk,Apartment,2304,10000000,4340,1,2,21,North-West,Pool; Library; Gym; Elevator; Parking; AC; Garden; Playground,8,10,35896,4.31,Premium,46.54,2024-06-27,156,Available,43,False,False,20000
PROP00550,Hyderabad,Banjara Hills,Penthouse,6054,12000000,1982,5,3,27,East,Playground; Pool; Parking; Garden; Security; Library; Gym,7,5,48964,4.9,Premium,49.48,2024-05-20,315,Available,161,False,False,24000
PROP00551,Pune,Magarpatta,Apartment,897,15000000,16722,4,3,11,South-West,Elevator; Playground; Security,3,5,44903,3.59,Premium,42.96,2026-04-20,183,Available,105,False,True,0
PROP00552,Delhi,Noida,Apartment,2840,40000000,14084,1,2,23,East,AC; Library; Garden,3,7,106304,3.19,Luxury,40.95,2025-12-17,177,Sold,100,False,True,0
PROP00553,Mumbai,South Mumbai,Independent House,3026,50000000,16523,2,1,19,North,Pool; Library; Elevator; Parking; Playground; AC; Garden; Concierge,8,4,187230,4.49,Luxury,47.47,2024-07-15,60,Sold,140,True,False,0
PROP00554,Hyderabad,Kondapur,Penthouse,9997,12000000,1200,4,2,11,North,Concierge; Garden; Library; Parking; Playground; Pool; Elevator,7,4,48194,4.82,Premium,49.1,2024-06-19,107,Available,134,True,False,24000
PROP00555,Delhi,Noida,Studio,556,40000000,71942,1,1,7,North-East,Gym; Playground; Garden; Elevator,4,9,140621,4.22,Luxury,46.09,2025-01-28,278,Available,114,False,False,80000
PROP00556,Delhi,Noida,Independent House,2918,40000000,13708,5,2,14,South,Concierge; Garden; Parking; Playground; AC; Elevator; Library; Gym,8,9,137421,4.12,Luxury,45.61,2025-05-26,190,Available,165,False,False,0
PROP00557,Pune,Kondhwa,Studio,265,15000000,56603,0,1,19,North-East,Elevator; Library; AC; Concierge; Gym,5,8,49768,3.98,Premium,44.91,2025-09-16,194,Available,63,True,True,0
PROP00558,Bangalore,Koramangala,Apartment,2737,30000000,10960,3,1,27,West,Library; AC; Elevator; Parking,4,9,104962,4.2,Luxury,45.99,2025-06-21,341,Sold,57,False,False,60000
PROP00559,Pune,Viman Nagar,Studio,396,15000000,37878,1,1,29,South-East,Library; Security; Gym; AC,4,7,53904,4.31,Premium,46.56,2024-06-14,335,Rented,178,False,False,0
PROP00560,Bangalore,HSR Layout,Apartment,2934,30000000,10224,2,1,19,East,AC; Pool; Library; Gym; Parking; Security; Elevator,7,4,98595,3.94,Luxury,44.72,2026-02-10,283,Rented,129,True,True,0
PROP00561,Delhi,Pitampura,Villa,3435,40000000,11644,6,3,10,North-West,Security; Pool; Gym; AC,4,10,145578,4.37,Luxury,46.84,2025-02-14,237,Rented,75,True,False,80000
PROP00562,Bangalore,Jayanagar,Apartment,428,30000000,70093,1,2,27,North,Concierge; Library; Pool; AC; Garden; Parking; Gym,7,7,116387,4.66,Luxury,48.28,2026-03-14,187,Available,40,False,False,0
PROP00563,Mumbai,South Mumbai,Villa,4150,50000000,12048,3,1,11,North-East,Playground; Parking; Garden; Library; Concierge; Pool,6,9,178502,4.28,Luxury,46.42,2026-02-28,126,Available,155,False,False,0
PROP00564,Chennai,Thiruvanmiyur,Independent House,4725,10000000,2116,5,3,18,North-East,Elevator; Gym; Parking; Pool; Security,5,6,39669,4.76,Premium,48.8,2024-10-14,82,Available,108,False,False,0
PROP00565,Chennai,Besant Nagar,Villa,7694,10000000,1299,4,2,19,North-East,Library; Security; Garden; Gym; Pool,5,9,25201,3.02,Premium,40.12,2025-05-07,208,Sold,162,False,True,0
PROP00566,Chennai,Velachery,Penthouse,9984,10000000,1001,6,4,16,North-West,Library; Concierge; Parking; Elevator; Security,5,4,39952,4.79,Premium,48.97,2026-04-30,116,Sold,117,False,True,20000
PROP00567,Bangalore,Indiranagar,Penthouse,9373,30000000,3200,6,3,20,North,Playground; Concierge; AC; Security,4,9,117287,4.69,Luxury,48.46,2024-11-24,187,Rented,81,True,False,60000
PROP00568,Delhi,Rohini,Apartment,1511,40000000,26472,1,1,14,West,AC; Garden; Elevator; Parking; Playground; Pool; Security,7,6,130404,3.91,Luxury,44.56,2026-04-03,143,Rented,171,True,True,80000
PROP00569,Bangalore,Marathahalli,Independent House,1749,30000000,17152,3,1,7,South,Elevator; Concierge; AC; Gym; Security; Library; Parking,7,4,80820,3.23,Luxury,41.16,2026-02-18,302,Available,168,True,False,0
PROP00570,Hyderabad,Jubilee Hills,Penthouse,6520,12000000,1840,4,3,24,East,Garden; Concierge; Gym; Parking; Elevator; Security; Library; Pool,8,6,39665,3.97,Premium,44.83,2025-07-28,273,Rented,97,True,False,0
PROP00571,Chennai,Kilpauk,Penthouse,5529,10000000,1808,6,4,3,North-West,Concierge; Gym; Playground; Security,4,4,27979,3.36,Premium,41.79,2025-02-26,176,Sold,143,True,True,20000
PROP00572,Bangalore,Koramangala,Independent House,3555,30000000,8438,4,3,24,South-East,Concierge; Pool; Security; Elevator; AC; Library; Playground,7,8,113319,4.53,Luxury,47.66,2025-11-20,167,Rented,70,False,False,0
PROP00573,Bangalore,Indiranagar,Studio,405,30000000,74074,1,1,9,South-West,Playground; Elevator; Concierge; Parking; Garden,5,7,75283,3.01,Luxury,40.06,2025-03-27,331,Available,120,True,False,0
PROP00574,Mumbai,Navi Mumbai,Villa,3708,50000000,13484,5,3,26,South-East,Gym; Playground; Library; Concierge; Garden,5,7,186584,4.48,Luxury,47.39,2025-10-06,55,Sold,100,True,True,100000
PROP00575,Delhi,Pitampura,Studio,553,40000000,72332,1,1,24,South,Library; Concierge; Garden; Parking; Security; Playground; AC; Gym,8,6,122846,3.69,Luxury,43.43,2024-11-10,242,Available,58,True,True,0
PROP00576,Chennai,Thiruvanmiyur,Villa,3232,10000000,3094,5,2,17,North-East,Concierge; Garden; Playground,3,10,38621,4.63,Premium,48.17,2024-06-07,359,Available,47,False,False,0
PROP00577,Chennai,Velachery,Villa,4631,10000000,2159,6,3,14,North,Playground; Garden; Security; Parking; Concierge,5,7,35704,4.28,Premium,46.42,2025-03-03,271,Available,42,True,False,20000
PROP00578,Hyderabad,Banjara Hills,Apartment,2465,12000000,4868,3,2,9,East,Playground; Pool; AC; Security; Gym; Library; Elevator,7,7,46925,4.69,Premium,48.46,2026-02-14,38,Available,78,False,False,0
PROP00579,Pune,Kondhwa,Villa,7328,15000000,2046,5,2,5,North-East,Elevator; Playground; Concierge; Security; AC; Garden; Gym; Pool,8,6,58205,4.66,Premium,48.28,2026-04-25,78,Available,139,False,True,0
PROP00580,Hyderabad,Banjara Hills,Villa,6705,12000000,1789,5,2,6,North,Garden; Security; Parking; Gym,4,8,48889,4.89,Premium,49.44,2026-04-04,36,Sold,119,False,False,24000
PROP00581,Chennai,Velachery,Villa,4481,10000000,2231,4,3,8,North-West,Garden; Playground; Gym; Pool,4,9,40800,4.9,Premium,49.48,2026-04-18,195,Available,83,True,False,0
PROP00582,Pune,Hinjewadi,Villa,5117,15000000,2931,3,1,5,South-East,Elevator; AC; Pool; Concierge; Library; Gym; Garden,7,4,45421,3.63,Premium,43.17,2025-10-31,185,Available,159,False,False,30000
PROP00583,Pune,Baner,Apartment,1956,15000000,7668,4,3,30,South,Playground; Elevator; Security,3,9,58695,4.7,Premium,48.48,2025-07-11,334,Available,51,False,False,30000
PROP00584,Delhi,Pitampura,Independent House,1685,40000000,23738,3,1,5,North,Gym; Parking; AC; Pool; Playground; Garden; Elevator,7,8,113988,3.42,Luxury,42.1,2024-07-07,81,Available,136,False,True,80000
PROP00585,Hyderabad,Madhapur,Villa,4990,12000000,2404,3,1,0,South-East,Garden; Security; Library; Playground; Parking; Concierge,6,4,30516,3.05,Premium,40.26,2026-04-15,209,Rented,66,True,False,24000
PROP00586,Bangalore,Whitefield,Apartment,1828,30000000,16411,2,1,13,South-West,Pool; Concierge; AC,3,10,101836,4.07,Luxury,45.37,2025-12-28,160,Rented,30,False,False,0
PROP00587,Bangalore,Indiranagar,Penthouse,5994,30000000,5005,6,3,15,East,Elevator; Garden; Parking; Pool; Security; Library,6,6,79109,3.16,Luxury,40.82,2026-02-06,128,Sold,56,True,False,60000
PROP00588,Chennai,T Nagar,Independent House,2846,10000000,3513,5,3,24,East,Playground; Library; Elevator; Concierge,4,10,40577,4.87,Premium,49.35,2026-04-09,324,Sold,128,True,True,20000
PROP00589,Mumbai,Bandra,Apartment,1374,50000000,36390,2,2,10,South-East,Elevator; Concierge; AC,3,5,197460,4.74,Luxury,48.7,2024-09-30,319,Available,146,False,False,100000
PROP00590,Chennai,Besant Nagar,Penthouse,5763,10000000,1735,5,2,8,South-East,Concierge; AC; Elevator; Playground; Gym,5,4,29381,3.53,Premium,42.63,2025-05-05,65,Available,169,True,True,0
PROP00591,Mumbai,South Mumbai,Penthouse,8838,50000000,5657,5,2,27,East,Security; Concierge; Library; Elevator; Gym,5,10,203437,4.88,Luxury,49.41,2024-12-07,9,Available,86,True,False,100000
PROP00592,Hyderabad,Kondapur,Penthouse,3384,12000000,3546,6,4,17,South,AC; Parking; Playground; Pool,4,10,42698,4.27,Premium,46.35,2024-08-19,277,Available,68,False,True,0
PROP00593,Mumbai,Dadar,Independent House,3096,50000000,16149,5,3,14,North-East,Parking; Security; Gym; Concierge; Elevator,5,4,186121,4.47,Luxury,47.33,2024-09-13,72,Rented,135,True,False,100000
PROP00594,Bangalore,Jayanagar,Villa,7292,30000000,4114,6,4,18,North-East,Garden; Playground; Pool; Concierge,4,5,95072,3.8,Luxury,44.01,2024-09-22,228,Rented,82,True,False,0
PROP00595,Mumbai,Navi Mumbai,Apartment,2532,50000000,19747,3,1,24,North-West,Elevator; Concierge; Garden; Playground; AC; Parking; Gym; Security,8,4,198352,4.76,Luxury,48.8,2025-05-30,131,Rented,127,True,False,0
PROP00596,Hyderabad,Madhapur,Studio,399,12000000,30075,0,1,2,North,Elevator; Playground; Garden; Library; AC; Concierge; Security; Pool,8,9,47303,4.73,Premium,48.65,2025-08-01,129,Sold,100,False,False,0
PROP00597,Delhi,South Delhi,Apartment,814,40000000,49140,4,2,18,South-West,Garden; Library; Security; Gym; Playground; Elevator,6,8,158026,4.74,Luxury,48.7,2024-06-30,303,Available,57,True,True,80000
PROP00598,Bangalore,Indiranagar,Penthouse,8510,30000000,3525,6,4,26,North,Gym; Playground; Concierge; Library; Garden; Security,6,7,115658,4.63,Luxury,48.13,2024-08-09,111,Sold,36,True,True,0
PROP00599,Mumbai,Andheri,Studio,264,48545647,183885,1,2,11,North-East,Playground; Elevator; Garden; Parking; Concierge; Gym; Library; Pool,8,8,134357,3.32,Luxury,41.61,2024-10-20,206,Sold,112,False,True,0
PROP00600,Mumbai,Andheri,Independent House,4024,50000000,12425,3,2,26,North-West,Pool; Elevator; Library; Parking; Security,5,9,188047,4.51,Luxury,47.57,2025-10-19,180,Available,154,False,False,0
PROP00601,Bangalore,Koramangala,Independent House,1565,30000000,19169,2,1,18,East,AC; Elevator; Security; Library; Concierge,5,9,109781,4.39,Luxury,46.96,2025-10-23,135,Available,133,True,False,0
PROP00602,Pune,Hinjewadi,Studio,303,15000000,49504,1,1,10,East,Concierge; Gym; Garden; Security,4,9,44344,3.55,Premium,42.74,2024-12-24,126,Available,86,True,False,30000
PROP00603,Bangalore,Whitefield,Independent House,2498,30000000,12009,2,2,26,South-West,Library; AC; Garden; Concierge; Pool; Security,6,9,119430,4.78,Luxury,48.89,2025-04-13,135,Sold,123,False,False,0
PROP00604,Bangalore,Indiranagar,Penthouse,5925,30000000,5063,4,2,10,West,Garden; AC; Parking; Gym; Security; Elevator; Concierge; Library,8,10,110878,4.44,Luxury,47.18,2024-07-23,239,Rented,87,False,True,0
PROP00605,Hyderabad,Banjara Hills,Studio,552,12000000,21739,1,1,30,North,Gym; AC; Concierge; Security,4,9,39532,3.95,Premium,44.77,2024-05-21,34,Available,120,False,False,24000
PROP00606,Chennai,Kilpauk,Studio,470,10000000,21276,0,2,6,South-East,Concierge; Security; AC; Parking; Pool; Elevator; Garden; Gym,8,6,41181,4.94,Premium,49.71,2026-03-21,62,Sold,180,True,True,0
PROP00607,Chennai,Velachery,Villa,4038,10000000,2476,4,2,0,South-West,Concierge; Pool; Playground; Gym; Library; Garden; Security; AC,8,6,27308,3.28,Premium,41.38,2025-05-28,91,Available,120,False,False,0
PROP00608,Mumbai,Bandra,Independent House,3144,50000000,15903,3,1,11,North,Pool; Playground; Concierge; Library; Gym; Security; Parking; AC,8,4,129928,3.12,Luxury,40.59,2025-04-27,7,Available,165,True,False,0
PROP00609,Delhi,South Delhi,Penthouse,7615,40000000,5252,5,2,30,West,Garden; Concierge; Parking; Security,4,8,106464,3.19,Luxury,40.97,2024-06-14,294,Rented,125,True,False,80000
PROP00610,Hyderabad,Madhapur,Studio,265,12000000,45283,0,1,25,East,Security; Pool; Playground; Concierge; AC,5,8,39953,4.0,Premium,44.98,2024-09-04,233,Available,116,False,False,24000
PROP00611,Chennai,Kilpauk,Apartment,1785,10000000,5602,2,2,4,South-East,Concierge; Garden; Library; Gym,4,9,41372,4.96,Premium,49.82,2025-01-08,267,Sold,55,True,False,0
PROP00612,Hyderabad,Gachibowli,Villa,4314,12000000,2781,5,2,14,South-West,Security; Library; AC; Garden,4,7,30476,3.05,Premium,40.24,2026-01-28,157,Available,129,False,False,24000
PROP00613,Hyderabad,Jubilee Hills,Villa,2730,12000000,4395,5,2,20,South-West,Gym; AC; Elevator; Concierge; Parking,5,9,49283,4.93,Premium,49.64,2026-03-22,261,Sold,141,True,False,24000
PROP00614,Bangalore,Whitefield,Studio,345,26749649,77535,0,2,2,South-West,Garden; Concierge; Elevator; Security; Playground; Library; Gym; AC,8,5,97609,4.38,Luxury,46.89,2025-07-21,91,Available,114,False,True,0
PROP00615,Pune,Baner,Villa,3160,15000000,4746,4,3,28,South-West,Elevator; Security; Garden; Playground; Library; Parking,6,10,47897,3.83,Premium,44.16,2025-03-17,250,Available,78,False,True,0
PROP00616,Mumbai,Navi Mumbai,Studio,315,42034728,133443,0,1,20,South,Pool; Parking; Concierge,3,9,128022,3.65,Luxury,43.27,2025-08-25,146,Rented,131,False,False,0
PROP00617,Mumbai,South Mumbai,Studio,353,48216090,136589,0,2,6,South,AC; Gym; Concierge; Garden,4,10,123596,3.08,Luxury,40.38,2025-04-12,124,Available,47,False,False,0
PROP00618,Chennai,Velachery,Studio,555,10000000,18018,0,1,24,South-East,Playground; Gym; AC; Pool,4,5,29180,3.5,Premium,42.51,2025-11-16,201,Available,44,False,True,0
PROP00619,Hyderabad,Jubilee Hills,Villa,3507,12000000,3421,4,3,21,East,Concierge; Gym; Elevator; AC; Pool; Security; Parking; Garden,8,4,49283,4.93,Premium,49.64,2026-03-17,266,Available,134,True,True,0
PROP00620,Delhi,South Delhi,Villa,2850,40000000,14035,4,2,12,South,Elevator; Gym; Library,3,4,150811,4.52,Luxury,47.62,2026-04-08,333,Available,35,False,False,0
PROP00621,Chennai,Kilpauk,Studio,480,10000000,20833,0,2,19,South-East,Playground; Concierge; AC; Pool; Garden,5,7,29781,3.57,Premium,42.87,2025-11-17,83,Rented,95,False,True,0
PROP00622,Delhi,Gurgaon,Apartment,2283,40000000,17520,4,2,12,South-West,Playground; Garden; Library; AC,4,6,130154,3.9,Luxury,44.52,2025-04-12,341,Available,113,False,True,80000
PROP00623,Bangalore,Koramangala,Villa,6656,30000000,4507,4,3,28,South-West,AC; Library; Playground; Concierge; Parking; Pool,6,10,80432,3.22,Luxury,41.09,2024-07-16,27,Available,135,True,True,0
PROP00624,Hyderabad,Madhapur,Studio,514,12000000,23346,1,1,30,North-East,Gym; Garden; Library; Security; Playground; Pool,6,8,43612,4.36,Premium,46.81,2025-12-06,78,Sold,80,False,False,0
PROP00625,Bangalore,HSR Layout,Villa,5986,30000000,5011,5,2,21,North,Pool; Elevator; Gym,3,6,118473,4.74,Luxury,48.69,2025-06-09,104,Rented,121,True,True,0
PROP00626,Mumbai,Andheri,Penthouse,5584,50000000,8954,6,4,15,East,Parking; Security; AC; Gym; Concierge,5,8,137668,3.3,Luxury,41.52,2025-03-15,82,Available,134,False,False,100000
PROP00627,Mumbai,Navi Mumbai,Villa,5644,50000000,8858,3,1,4,South-East,Concierge; Library; Elevator; Pool; Gym; Security,6,4,173740,4.17,Luxury,45.85,2025-11-09,344,Available,155,False,False,100000
PROP00628,Delhi,South Delhi,Villa,3105,40000000,12882,5,3,29,South,Pool; Garden; Playground; Parking,4,8,165571,4.97,Luxury,49.84,2024-12-24,87,Available,136,False,False,80000
PROP00629,Hyderabad,HITEC City,Penthouse,3192,12000000,3759,5,3,28,North-West,Gym; Garden; Security; Parking,4,10,36750,3.67,Premium,43.38,2025-08-08,338,Sold,147,True,False,24000
PROP00630,Bangalore,Marathahalli,Apartment,2749,30000000,10913,1,2,12,North-East,Concierge; Library; AC; Gym,4,10,91781,3.67,Luxury,43.36,2024-12-06,209,Rented,138,False,True,0
PROP00631,Chennai,Besant Nagar,Penthouse,4580,10000000,2183,5,3,8,South,Concierge; Pool; Playground,3,5,27142,3.26,Premium,41.29,2026-01-25,34,Available,125,True,True,20000
PROP00632,Mumbai,South Mumbai,Apartment,1797,50000000,27824,1,1,18,South,Concierge; Playground; Pool; Security; Gym; AC; Elevator; Library,8,10,184854,4.44,Luxury,47.18,2026-02-10,108,Available,89,True,True,0
PROP00633,Delhi,Pitampura,Penthouse,4578,40000000,8737,5,2,22,North,Elevator; Parking; Concierge; AC; Playground; Security,6,5,133838,4.02,Luxury,45.08,2026-02-22,74,Available,97,True,True,80000
PROP00634,Bangalore,Koramangala,Independent House,4597,30000000,6525,3,1,12,North-East,Elevator; Security; Library; AC; Playground; Parking; Pool; Garden,8,9,111772,4.47,Luxury,47.35,2024-11-17,145,Available,94,True,True,60000
PROP00635,Mumbai,Dadar,Independent House,4502,50000000,11106,2,2,2,North-East,Concierge; Gym; Pool; Parking; Security; Library; AC; Playground,8,7,151588,3.64,Luxury,43.19,2025-05-13,256,Sold,124,False,False,0
PROP00636,Hyderabad,Gachibowli,Villa,3868,12000000,3102,4,2,22,North-West,Library; Concierge; AC; Parking; Garden,5,10,39287,3.93,Premium,44.64,2025-12-09,215,Available,128,True,True,0
PROP00637,Pune,Kondhwa,Villa,5272,15000000,2845,5,2,13,East,Parking; Elevator; AC; Pool; Gym; Playground; Garden; Library,8,6,42443,3.4,Premium,41.98,2024-12-21,143,Available,170,True,True,0
PROP00638,Hyderabad,Gachibowli,Studio,471,12000000,25477,1,1,15,West,Gym; Playground; Pool; Elevator; Parking; Garden; AC; Library,8,4,39884,3.99,Premium,44.94,2025-10-05,324,Available,108,True,False,0
PROP00639,Chennai,Kilpauk,Studio,563,10000000,17761,0,1,16,North-West,Playground; Elevator; Parking; Concierge; Security,5,6,32451,3.89,Premium,44.47,2025-03-13,161,Available,89,False,False,0
PROP00640,Hyderabad,HITEC City,Villa,3041,12000000,3946,5,2,22,South-East,Elevator; Garden; AC; Concierge; Security; Library; Gym,7,4,31911,3.19,Premium,40.96,2025-12-14,252,Sold,165,False,False,24000
PROP00641,Pune,Viman Nagar,Villa,4262,15000000,3519,4,3,27,North,Concierge; Garden; AC,3,10,58120,4.65,Premium,48.25,2025-01-05,164,Available,99,False,False,30000
